Shipment_ID,Supplier_ID,Transport_Mode,Distance_KM,Weight_Tons,Order_Qty,Urgency
SHP_05021,SUP_043,Rail,414,16.19,851,Standard
SHP_05022,SUP_045,Road,1181,4.18,920,Critical
SHP_05023,SUP_006,Ocean,7581,10.44,938,Low
SHP_05024,SUP_023,Rail,1585,2.41,393,Standard
SHP_05025,SUP_024,Ocean,5037,15.64,869,Critical
SHP_05026,SUP_029,Road,1557,6.52,522,Standard
SHP_05027,SUP_029,Road,1655,13.63,775,Standard
SHP_05028,SUP_038,Air,3872,5.99,154,Standard
SHP_05029,SUP_032,Rail,465,4.42,378,Low
SHP_05030,SUP_048,Air,5631,9.76,638,Critical
SHP_05031,SUP_020,Road,300,11.43,250,Critical
SHP_05032,SUP_011,Road,328,6.92,188,Standard
SHP_05033,SUP_019,Rail,577,1.1,445,Standard
SHP_05034,SUP_050,Rail,438,7.41,656,Low
SHP_05035,SUP_035,Road,480,2.37,711,Low
SHP_05036,SUP_034,Road,1118,14.96,747,Standard
SHP_05037,SUP_046,Rail,1499,1.27,505,Critical
SHP_05038,SUP_046,Ocean,6621,18.26,832,Low
SHP_05039,SUP_017,Rail,1499,14.6,214,Standard
SHP_05040,SUP_041,Ocean,7112,15.71,568,Low
SHP_05041,SUP_032,Rail,1492,18.77,851,Low
SHP_05042,SUP_024,Rail,1521,8.36,401,Standard
SHP_05043,SUP_014,Road,694,8.65,509,Standard
SHP_05044,SUP_038,Rail,1014,18.93,749,Critical
SHP_05045,SUP_013,Rail,523,13.66,754,Critical
SHP_05046,SUP_007,Rail,750,18.7,385,Low
SHP_05047,SUP_048,Road,717,12.84,760,Low
SHP_05048,SUP_031,Road,1537,14.76,844,Standard
SHP_05049,SUP_036,Road,1344,4.78,308,Low
SHP_05050,SUP_028,Road,547,4.29,196,Critical
SHP_05051,SUP_038,Road,843,19.19,341,Critical
SHP_05052,SUP_009,Ocean,7472,6.52,252,Critical
SHP_05053,SUP_035,Road,492,12.87,632,Low
SHP_05054,SUP_015,Air,7007,6.09,841,Standard
SHP_05055,SUP_013,Road,1901,6.27,248,Critical
SHP_05056,SUP_025,Rail,551,1.77,347,Critical
SHP_05057,SUP_041,Road,512,7.16,775,Critical
SHP_05058,SUP_028,Road,1646,3.7,822,Low
SHP_05059,SUP_023,Rail,458,3.56,405,Standard
SHP_05060,SUP_018,Road,243,14.46,405,Low
SHP_05061,SUP_018,Ocean,762,4.4,493,Critical
SHP_05062,SUP_018,Ocean,4348,11.36,558,Critical
SHP_05063,SUP_035,Road,1821,17.24,138,Low
SHP_05064,SUP_023,Road,1731,4.26,503,Critical
SHP_05065,SUP_009,Rail,356,16.88,370,Standard
SHP_05066,SUP_001,Air,6352,16.7,134,Low
SHP_05067,SUP_009,Road,506,19.92,837,Low
SHP_05068,SUP_021,Road,979,1.3,491,Critical
SHP_05069,SUP_043,Ocean,1058,3.76,533,Critical
SHP_05070,SUP_011,Air,6214,16.61,649,Low
SHP_05071,SUP_033,Rail,728,9.01,791,Low
SHP_05072,SUP_001,Rail,1683,17.62,375,Standard
SHP_05073,SUP_045,Road,880,9.6,658,Low
SHP_05074,SUP_022,Air,3464,17.73,228,Standard
SHP_05075,SUP_004,Ocean,4213,7.91,821,Critical
SHP_05076,SUP_050,Road,288,13.75,425,Low
SHP_05077,SUP_014,Rail,1704,2.05,539,Standard
SHP_05078,SUP_020,Road,1639,10.16,504,Standard
SHP_05079,SUP_022,Road,349,16.65,856,Standard
SHP_05080,SUP_041,Road,1786,7.04,907,Standard
SHP_05081,SUP_007,Air,4033,9.97,744,Critical
SHP_05082,SUP_044,Air,2335,10.99,166,Critical
SHP_05083,SUP_005,Ocean,2264,7.55,688,Standard
SHP_05084,SUP_023,Road,1851,10.44,476,Standard
SHP_05085,SUP_038,Road,1763,15.47,650,Critical
SHP_05086,SUP_001,Road,997,16.19,270,Low
SHP_05087,SUP_050,Rail,1868,4.74,413,Standard
SHP_05088,SUP_050,Air,2624,11,771,Standard
SHP_05089,SUP_037,Rail,198,1.89,676,Low
SHP_05090,SUP_040,Air,4070,4.56,529,Low
SHP_05091,SUP_014,Air,1135,15.87,390,Critical
SHP_05092,SUP_033,Air,1859,6.97,969,Low
SHP_05093,SUP_014,Ocean,3087,9.28,321,Standard
SHP_05094,SUP_022,Air,6847,17.71,144,Critical
SHP_05095,SUP_044,Air,2980,18.72,804,Critical
SHP_05096,SUP_039,Road,1213,2.81,446,Low
SHP_05097,SUP_011,Ocean,6386,6.11,695,Critical
SHP_05098,SUP_001,Road,1302,3.84,319,Low
SHP_05099,SUP_006,Road,712,4.31,178,Low
SHP_05100,SUP_013,Air,4585,12.2,171,Standard
SHP_05101,SUP_037,Road,1189,12.88,139,Standard
SHP_05102,SUP_011,Rail,1121,7.6,314,Standard
SHP_05103,SUP_003,Rail,147,16.19,181,Critical
SHP_05104,SUP_033,Road,904,8.06,968,Critical
SHP_05105,SUP_017,Road,1031,10.41,105,Critical
SHP_05106,SUP_035,Air,5449,13.34,932,Critical
SHP_05107,SUP_023,Road,409,12.75,850,Low
SHP_05108,SUP_047,Air,5662,19.48,214,Low
SHP_05109,SUP_011,Rail,629,16.66,613,Standard
SHP_05110,SUP_007,Ocean,3743,5.63,519,Standard
SHP_05111,SUP_009,Ocean,7169,19.13,673,Critical
SHP_05112,SUP_042,Ocean,6863,13.31,465,Standard
SHP_05113,SUP_007,Rail,801,15.15,987,Standard
SHP_05114,SUP_034,Rail,839,19.18,637,Critical
SHP_05115,SUP_049,Road,321,17.28,636,Critical
SHP_05116,SUP_041,Rail,1079,18.99,188,Standard
SHP_05117,SUP_025,Road,318,15.01,611,Standard
SHP_05118,SUP_022,Road,921,9.36,166,Standard
SHP_05119,SUP_014,Rail,328,2.09,145,Low
SHP_05120,SUP_015,Road,1206,16.92,799,Critical
SHP_05121,SUP_014,Road,779,1.79,387,Low
SHP_05122,SUP_038,Ocean,6145,6.29,571,Low
SHP_05123,SUP_029,Air,6755,16.43,236,Low
SHP_05124,SUP_037,Road,1673,12.74,797,Low
SHP_05125,SUP_042,Ocean,5629,17.48,550,Standard
SHP_05126,SUP_029,Rail,1483,17.58,341,Critical
SHP_05127,SUP_015,Road,1484,11.18,579,Low
SHP_05128,SUP_037,Road,1520,18.27,167,Low
SHP_05129,SUP_005,Road,1238,3.26,252,Critical
SHP_05130,SUP_016,Ocean,5951,8.86,680,Critical
SHP_05131,SUP_012,Rail,1919,7.04,378,Standard
SHP_05132,SUP_045,Road,823,10.7,256,Critical
SHP_05133,SUP_029,Air,4745,13.02,239,Standard
SHP_05134,SUP_006,Air,7641,1.93,403,Low
SHP_05135,SUP_020,Ocean,3443,13.75,705,Critical
SHP_05136,SUP_027,Road,1119,19.12,603,Critical
SHP_05137,SUP_001,Rail,928,9.99,429,Low
SHP_05138,SUP_029,Air,6070,10.79,351,Standard
SHP_05139,SUP_007,Rail,958,4.61,961,Standard
SHP_05140,SUP_018,Ocean,6769,4.56,172,Standard
SHP_05141,SUP_005,Rail,1326,18.01,710,Critical
SHP_05142,SUP_019,Air,6307,17.71,561,Critical
SHP_05143,SUP_004,Rail,119,5.68,432,Standard
SHP_05144,SUP_033,Rail,1922,12.95,288,Low
SHP_05145,SUP_010,Road,1176,5.54,276,Standard
SHP_05146,SUP_008,Ocean,599,8.6,866,Standard
SHP_05147,SUP_024,Rail,1897,5.93,241,Standard
SHP_05148,SUP_020,Ocean,3400,1.54,855,Low
SHP_05149,SUP_005,Rail,607,8.46,786,Critical
SHP_05150,SUP_024,Air,6132,8.35,147,Standard
SHP_05151,SUP_004,Road,1584,19.5,866,Critical
SHP_05152,SUP_018,Road,182,6.96,845,Low
SHP_05153,SUP_033,Ocean,1705,18.05,481,Standard
SHP_05154,SUP_001,Rail,595,13.91,834,Standard
SHP_05155,SUP_016,Rail,1547,16.85,771,Critical
SHP_05156,SUP_038,Road,670,15.4,530,Critical
SHP_05157,SUP_029,Road,1787,6.51,597,Standard
SHP_05158,SUP_040,Rail,1470,18.26,172,Standard
SHP_05159,SUP_043,Road,323,3.78,586,Critical
SHP_05160,SUP_001,Road,1613,18.69,866,Low
SHP_05161,SUP_044,Rail,1838,14.83,685,Low
SHP_05162,SUP_049,Air,4074,9.66,352,Standard
SHP_05163,SUP_007,Road,126,16.72,559,Low
SHP_05164,SUP_009,Road,996,6.97,965,Standard
SHP_05165,SUP_029,Air,4342,3.1,351,Low
SHP_05166,SUP_015,Ocean,4354,14.23,564,Standard
SHP_05167,SUP_023,Road,768,9.21,644,Critical
SHP_05168,SUP_032,Air,2514,1.96,255,Critical
SHP_05169,SUP_003,Road,288,10.64,299,Standard
SHP_05170,SUP_023,Rail,1709,3.22,618,Low
SHP_05171,SUP_007,Road,952,2.08,107,Critical
SHP_05172,SUP_012,Rail,1546,3,274,Standard
SHP_05173,SUP_032,Air,1793,8.59,692,Low
SHP_05174,SUP_050,Air,3455,15.31,411,Standard
SHP_05175,SUP_006,Road,1016,12.56,553,Standard
SHP_05176,SUP_023,Ocean,851,8.02,816,Low
SHP_05177,SUP_049,Ocean,7214,19.87,308,Low
SHP_05178,SUP_028,Air,1532,14.55,590,Standard
SHP_05179,SUP_002,Road,376,4.9,116,Standard
SHP_05180,SUP_022,Ocean,7629,10.44,208,Standard
SHP_05181,SUP_050,Road,975,13.64,315,Standard
SHP_05182,SUP_037,Ocean,5410,16.34,531,Low
SHP_05183,SUP_018,Air,756,17.36,622,Low
SHP_05184,SUP_019,Ocean,7056,11.58,407,Critical
SHP_05185,SUP_041,Rail,834,5.23,328,Standard
SHP_05186,SUP_046,Ocean,7030,5.8,325,Low
SHP_05187,SUP_021,Rail,1379,19.15,962,Low
SHP_05188,SUP_036,Road,1546,3.9,698,Low
SHP_05189,SUP_020,Ocean,4668,2.57,191,Low
SHP_05190,SUP_012,Road,522,10.64,577,Standard
SHP_05191,SUP_027,Road,714,2.42,163,Standard
SHP_05192,SUP_007,Rail,1898,5.02,973,Standard
SHP_05193,SUP_043,Rail,1504,17.49,745,Critical
SHP_05194,SUP_021,Ocean,1827,19.38,910,Critical
SHP_05195,SUP_009,Road,399,6.76,286,Low
SHP_05196,SUP_015,Rail,1025,10.05,833,Critical
SHP_05197,SUP_012,Rail,265,10.63,766,Critical
SHP_05198,SUP_034,Air,1863,10.68,888,Standard
SHP_05199,SUP_019,Road,464,3.2,945,Low
SHP_05200,SUP_024,Road,1882,16,898,Low
SHP_05201,SUP_047,Road,818,1.11,388,Standard
SHP_05202,SUP_011,Ocean,1292,4.32,954,Critical
SHP_05203,SUP_013,Rail,692,2.88,572,Low
SHP_05204,SUP_015,Rail,1962,5.66,597,Standard
SHP_05205,SUP_019,Ocean,6251,13.44,310,Low
SHP_05206,SUP_031,Road,1321,4.37,387,Standard
SHP_05207,SUP_002,Ocean,6594,2.52,842,Critical
SHP_05208,SUP_032,Road,1179,19.12,628,Critical
SHP_05209,SUP_049,Ocean,2972,4.51,633,Standard
SHP_05210,SUP_050,Road,521,18.24,319,Low
SHP_05211,SUP_009,Ocean,6007,17.08,567,Critical
SHP_05212,SUP_001,Road,532,1.01,452,Low
SHP_05213,SUP_019,Road,438,14.18,873,Critical
SHP_05214,SUP_002,Rail,750,8.59,653,Standard
SHP_05215,SUP_048,Road,1405,9.68,123,Low
SHP_05216,SUP_002,Rail,1644,18.19,324,Standard
SHP_05217,SUP_014,Road,1349,11.66,871,Standard
SHP_05218,SUP_017,Rail,1362,8.15,530,Critical
SHP_05219,SUP_005,Road,853,5.36,373,Critical
SHP_05220,SUP_005,Air,5908,18.96,115,Low
SHP_05221,SUP_013,Road,101,4.91,614,Critical
SHP_05222,SUP_026,Road,1817,7.17,892,Critical
SHP_05223,SUP_014,Road,1136,7.54,665,Low
SHP_05224,SUP_030,Road,1214,3.88,983,Low
SHP_05225,SUP_022,Road,675,10.84,601,Critical
SHP_05226,SUP_042,Air,2402,18.9,867,Critical
SHP_05227,SUP_018,Rail,1284,7.83,749,Standard
SHP_05228,SUP_037,Ocean,3319,7.97,924,Standard
SHP_05229,SUP_036,Road,1089,3.88,850,Critical
SHP_05230,SUP_027,Rail,240,14.45,507,Low
SHP_05231,SUP_011,Rail,1126,15.77,241,Standard
SHP_05232,SUP_024,Road,1498,2.15,962,Low
SHP_05233,SUP_003,Rail,420,19.47,141,Standard
SHP_05234,SUP_007,Road,378,19.6,356,Critical
SHP_05235,SUP_037,Road,1476,5.77,377,Critical
SHP_05236,SUP_030,Air,1927,18.92,820,Standard
SHP_05237,SUP_020,Rail,1762,18.9,839,Critical
SHP_05238,SUP_039,Rail,1825,11.72,686,Standard
SHP_05239,SUP_036,Air,4196,10.26,293,Low
SHP_05240,SUP_025,Road,762,5.12,949,Critical
SHP_05241,SUP_039,Ocean,5174,12.23,351,Low
SHP_05242,SUP_006,Road,504,7.57,282,Low
SHP_05243,SUP_002,Road,495,14.44,652,Critical
SHP_05244,SUP_009,Ocean,5501,19.21,498,Low
SHP_05245,SUP_046,Rail,1892,17.88,579,Critical
SHP_05246,SUP_002,Rail,1681,7.72,245,Standard
SHP_05247,SUP_010,Rail,1630,9.73,919,Critical
SHP_05248,SUP_032,Ocean,1919,9.32,695,Standard
SHP_05249,SUP_003,Road,603,18.62,313,Standard
SHP_05250,SUP_013,Road,223,10.18,866,Standard
SHP_05251,SUP_040,Road,1936,12.24,830,Standard
SHP_05252,SUP_038,Ocean,4980,9.52,517,Low
SHP_05253,SUP_011,Rail,1370,8.08,387,Low
SHP_05254,SUP_013,Air,4798,3.2,835,Critical
SHP_05255,SUP_050,Ocean,7895,19.34,183,Low
SHP_05256,SUP_033,Road,1935,9.27,661,Critical
SHP_05257,SUP_046,Air,1012,6.26,130,Low
SHP_05258,SUP_016,Road,104,7.13,581,Critical
SHP_05259,SUP_041,Road,559,6.68,483,Low
SHP_05260,SUP_006,Ocean,5659,19.54,904,Standard
SHP_05261,SUP_013,Road,1475,14.73,202,Low
SHP_05262,SUP_018,Ocean,578,18.64,388,Standard
SHP_05263,SUP_010,Rail,1325,16.33,525,Low
SHP_05264,SUP_003,Air,2718,3.46,164,Standard
SHP_05265,SUP_028,Ocean,5881,9.68,880,Critical
SHP_05266,SUP_018,Road,1046,7.78,682,Low
SHP_05267,SUP_015,Road,1506,5.51,466,Low
SHP_05268,SUP_027,Road,1430,4.58,719,Critical
SHP_05269,SUP_045,Ocean,2776,2.32,347,Critical
SHP_05270,SUP_031,Road,1305,10.19,111,Critical
SHP_05271,SUP_001,Road,1671,1.96,972,Standard
SHP_05272,SUP_023,Air,7544,19.89,246,Low
SHP_05273,SUP_043,Road,171,18.07,932,Standard
SHP_05274,SUP_002,Rail,606,3.59,294,Critical
SHP_05275,SUP_033,Road,829,18.42,112,Standard
SHP_05276,SUP_010,Road,846,11.67,325,Critical
SHP_05277,SUP_033,Road,837,14.85,374,Low
SHP_05278,SUP_034,Road,603,18.97,297,Critical
SHP_05279,SUP_032,Ocean,4503,4.18,286,Standard
SHP_05280,SUP_027,Road,1698,14.03,596,Standard
SHP_05281,SUP_027,Ocean,5855,7.08,386,Low
SHP_05282,SUP_038,Road,729,13.89,226,Critical
SHP_05283,SUP_001,Road,481,5.7,800,Critical
SHP_05284,SUP_043,Ocean,6241,3.87,121,Standard
SHP_05285,SUP_042,Road,723,16.56,574,Standard
SHP_05286,SUP_048,Rail,1542,19.56,722,Critical
SHP_05287,SUP_027,Ocean,3070,14.24,877,Standard
SHP_05288,SUP_010,Air,1757,9.88,829,Low
SHP_05289,SUP_014,Air,7394,2.97,814,Standard
SHP_05290,SUP_038,Rail,1754,18.57,471,Critical
SHP_05291,SUP_025,Road,499,17.55,861,Critical
SHP_05292,SUP_030,Road,461,10.41,595,Critical
SHP_05293,SUP_003,Air,5685,13.27,493,Critical
SHP_05294,SUP_013,Air,7286,14.05,515,Standard
SHP_05295,SUP_001,Rail,115,15.05,231,Critical
SHP_05296,SUP_035,Air,1113,19.23,779,Standard
SHP_05297,SUP_027,Road,999,19.41,110,Critical
SHP_05298,SUP_011,Rail,1441,12.48,650,Low
SHP_05299,SUP_032,Road,664,18.17,484,Critical
SHP_05300,SUP_017,Air,2202,3.61,921,Critical
SHP_05301,SUP_005,Rail,1655,19.54,586,Low
SHP_05302,SUP_001,Air,2280,15.14,692,Critical
SHP_05303,SUP_025,Rail,208,11.97,574,Standard
SHP_05304,SUP_031,Ocean,4632,15.52,211,Low
SHP_05305,SUP_018,Road,1595,8.83,679,Low
SHP_05306,SUP_030,Road,135,16.82,437,Critical
SHP_05307,SUP_008,Road,784,15.84,855,Low
SHP_05308,SUP_024,Road,427,13.66,316,Critical
SHP_05309,SUP_036,Ocean,5664,17.52,720,Critical
SHP_05310,SUP_022,Ocean,6522,16.6,873,Standard
SHP_05311,SUP_049,Road,255,19.21,559,Low
SHP_05312,SUP_031,Rail,1235,3.51,930,Low
SHP_05313,SUP_038,Ocean,4922,3.77,978,Critical
SHP_05314,SUP_020,Ocean,4734,13.75,256,Standard
SHP_05315,SUP_030,Road,880,8.51,893,Critical
SHP_05316,SUP_025,Road,960,11.53,280,Standard
SHP_05317,SUP_037,Road,1448,13.45,588,Low
SHP_05318,SUP_027,Ocean,3832,17.28,427,Critical
SHP_05319,SUP_018,Air,2996,10.41,689,Standard
SHP_05320,SUP_036,Rail,430,12.26,603,Critical
SHP_05321,SUP_003,Road,701,3.02,808,Standard
SHP_05322,SUP_011,Road,1685,15.15,880,Critical
SHP_05323,SUP_038,Road,426,17.08,970,Low
SHP_05324,SUP_022,Ocean,3177,4.66,654,Low
SHP_05325,SUP_038,Air,6210,11.42,842,Low
SHP_05326,SUP_038,Rail,723,10.8,1000,Standard
SHP_05327,SUP_016,Air,1282,16.32,360,Standard
SHP_05328,SUP_036,Road,540,4.82,836,Standard
SHP_05329,SUP_032,Road,1463,4.14,926,Standard
SHP_05330,SUP_005,Road,1060,1.01,160,Low
SHP_05331,SUP_028,Road,113,4.15,109,Standard
SHP_05332,SUP_009,Road,1884,2.81,704,Standard
SHP_05333,SUP_009,Air,6906,9.72,653,Standard
SHP_05334,SUP_047,Road,237,11.5,899,Low
SHP_05335,SUP_032,Ocean,5301,15.85,339,Standard
SHP_05336,SUP_031,Ocean,3669,3.43,163,Critical
SHP_05337,SUP_007,Road,767,17.56,244,Critical
SHP_05338,SUP_018,Rail,1020,16.49,301,Critical
SHP_05339,SUP_008,Ocean,3421,3.69,100,Low
SHP_05340,SUP_038,Air,1174,11.86,153,Low
SHP_05341,SUP_038,Ocean,1045,13.5,739,Critical
SHP_05342,SUP_044,Ocean,5524,19.25,260,Critical
SHP_05343,SUP_026,Air,6843,12.09,888,Critical
SHP_05344,SUP_007,Road,688,13.22,726,Standard
SHP_05345,SUP_028,Ocean,4939,9.23,374,Critical
SHP_05346,SUP_039,Road,1452,6.65,395,Low
SHP_05347,SUP_032,Air,4824,7.84,470,Critical
SHP_05348,SUP_030,Road,1156,10.07,433,Critical
SHP_05349,SUP_020,Road,290,3.37,779,Standard
SHP_05350,SUP_044,Rail,313,8.95,157,Standard
SHP_05351,SUP_027,Rail,380,7.96,796,Critical
SHP_05352,SUP_039,Ocean,4214,19.81,521,Standard
SHP_05353,SUP_045,Road,709,4.88,117,Standard
SHP_05354,SUP_022,Road,169,5.58,539,Critical
SHP_05355,SUP_049,Road,1281,4.24,213,Critical
SHP_05356,SUP_004,Road,834,15.49,447,Standard
SHP_05357,SUP_047,Road,409,15.41,380,Low
SHP_05358,SUP_004,Ocean,3706,1.18,485,Low
SHP_05359,SUP_012,Ocean,2303,3.39,524,Critical
SHP_05360,SUP_022,Road,208,8.26,745,Low
SHP_05361,SUP_025,Rail,732,10.68,905,Critical
SHP_05362,SUP_030,Road,753,2.15,303,Critical
SHP_05363,SUP_019,Road,272,18.16,526,Low
SHP_05364,SUP_046,Rail,1805,14.55,565,Standard
SHP_05365,SUP_008,Road,763,18.27,178,Critical
SHP_05366,SUP_042,Ocean,688,7.78,883,Standard
SHP_05367,SUP_031,Rail,862,7.85,285,Standard
SHP_05368,SUP_045,Road,1966,19.65,253,Low
SHP_05369,SUP_048,Rail,495,14.16,190,Critical
SHP_05370,SUP_043,Road,154,4.56,753,Standard
SHP_05371,SUP_006,Road,1780,14.83,640,Critical
SHP_05372,SUP_032,Road,683,3.99,798,Low
SHP_05373,SUP_003,Road,1232,11.52,720,Standard
SHP_05374,SUP_027,Rail,1088,8.21,189,Standard
SHP_05375,SUP_004,Road,276,13.74,801,Critical
SHP_05376,SUP_049,Rail,327,16.26,806,Low
SHP_05377,SUP_029,Rail,1667,16.2,808,Low
SHP_05378,SUP_013,Road,120,11.59,188,Low
SHP_05379,SUP_023,Ocean,5059,15.1,906,Critical
SHP_05380,SUP_043,Road,1072,16.22,836,Low
SHP_05381,SUP_022,Road,1126,19.93,389,Standard
SHP_05382,SUP_015,Road,1831,13.02,242,Critical
SHP_05383,SUP_047,Road,1087,19.52,338,Low
SHP_05384,SUP_047,Air,7659,1.86,457,Critical
SHP_05385,SUP_024,Rail,133,1.53,860,Standard
SHP_05386,SUP_008,Road,334,15.61,384,Standard
SHP_05387,SUP_002,Road,1785,11.7,216,Critical
SHP_05388,SUP_017,Ocean,1351,9.94,197,Critical
SHP_05389,SUP_006,Rail,330,3.66,989,Low
SHP_05390,SUP_041,Ocean,7915,17.61,483,Standard
SHP_05391,SUP_030,Air,3568,5.94,993,Standard
SHP_05392,SUP_001,Rail,479,1.24,306,Critical
SHP_05393,SUP_041,Ocean,2841,9.43,105,Low
SHP_05394,SUP_048,Rail,688,9.6,875,Standard
SHP_05395,SUP_017,Rail,876,8.95,568,Critical
SHP_05396,SUP_014,Road,1326,19.09,135,Low
SHP_05397,SUP_037,Air,4880,18.8,988,Low
SHP_05398,SUP_038,Road,609,11.48,823,Critical
SHP_05399,SUP_021,Road,1818,8.01,351,Low
SHP_05400,SUP_049,Ocean,7992,19.04,780,Critical
SHP_05401,SUP_050,Road,1244,15.98,718,Standard
SHP_05402,SUP_035,Ocean,2164,11.36,660,Low
SHP_05403,SUP_020,Ocean,2213,9.01,752,Critical
SHP_05404,SUP_001,Road,992,3.84,904,Low
SHP_05405,SUP_001,Road,1726,11.76,517,Standard
SHP_05406,SUP_001,Ocean,2121,16.2,750,Standard
SHP_05407,SUP_047,Ocean,7825,17.36,835,Low
SHP_05408,SUP_048,Road,1111,9.85,637,Standard
SHP_05409,SUP_024,Road,284,10.38,108,Critical
SHP_05410,SUP_035,Road,217,14.99,270,Low
SHP_05411,SUP_022,Rail,1697,10.19,202,Standard
SHP_05412,SUP_006,Road,456,15.74,161,Low
SHP_05413,SUP_047,Rail,1976,2.4,938,Low
SHP_05414,SUP_037,Air,2786,16.59,314,Critical
SHP_05415,SUP_009,Air,5290,6.46,303,Standard
SHP_05416,SUP_009,Road,1282,6.43,306,Low
SHP_05417,SUP_028,Road,329,2.59,728,Standard
SHP_05418,SUP_027,Road,630,3.17,253,Standard
SHP_05419,SUP_038,Road,732,14.41,702,Standard
SHP_05420,SUP_011,Road,1973,18.22,692,Low
SHP_05421,SUP_011,Road,1322,8.99,353,Critical
SHP_05422,SUP_045,Road,318,9.34,614,Low
SHP_05423,SUP_025,Ocean,695,15.55,612,Standard
SHP_05424,SUP_042,Road,1578,11.41,664,Low
SHP_05425,SUP_016,Road,1268,3.4,174,Low
SHP_05426,SUP_050,Rail,1863,10.93,975,Critical
SHP_05427,SUP_026,Ocean,7729,6.52,438,Critical
SHP_05428,SUP_046,Road,383,7.79,554,Standard
SHP_05429,SUP_050,Rail,1372,17.82,489,Critical
SHP_05430,SUP_025,Rail,1871,16.61,553,Critical
SHP_05431,SUP_034,Rail,838,14.33,991,Standard
SHP_05432,SUP_010,Air,3381,18.18,539,Standard
SHP_05433,SUP_048,Rail,313,3.21,924,Standard
SHP_05434,SUP_014,Air,505,7.8,206,Critical
SHP_05435,SUP_023,Rail,247,6.95,776,Low
SHP_05436,SUP_033,Rail,843,10.5,294,Standard
SHP_05437,SUP_047,Road,1009,6.39,478,Low
SHP_05438,SUP_036,Ocean,6411,14.3,436,Standard
SHP_05439,SUP_025,Air,4510,15.74,583,Standard
SHP_05440,SUP_019,Ocean,5899,4.57,504,Critical
SHP_05441,SUP_008,Road,602,19.21,866,Critical
SHP_05442,SUP_046,Road,1831,15.03,835,Critical
SHP_05443,SUP_047,Air,3474,12.28,327,Critical
SHP_05444,SUP_005,Ocean,7243,8.62,811,Critical
SHP_05445,SUP_037,Air,7123,8.72,171,Critical
SHP_05446,SUP_004,Road,1802,3.93,601,Low
SHP_05447,SUP_032,Road,977,3.21,434,Critical
SHP_05448,SUP_031,Rail,481,13.87,361,Standard
SHP_05449,SUP_028,Road,800,3.1,717,Standard
SHP_05450,SUP_015,Air,904,13.5,842,Low
SHP_05451,SUP_039,Road,1872,3.52,324,Standard
SHP_05452,SUP_021,Road,825,4.96,779,Standard
SHP_05453,SUP_046,Road,934,11.7,620,Low
SHP_05454,SUP_045,Road,971,3.89,844,Low
SHP_05455,SUP_021,Rail,1994,13.89,874,Low
SHP_05456,SUP_042,Road,1267,3.8,475,Standard
SHP_05457,SUP_029,Road,377,15.23,284,Standard
SHP_05458,SUP_014,Road,1055,4.22,701,Low
SHP_05459,SUP_036,Ocean,1186,2.64,653,Critical
SHP_05460,SUP_036,Ocean,4489,2.68,635,Standard
SHP_05461,SUP_050,Ocean,2093,4.69,428,Critical
SHP_05462,SUP_009,Road,679,12.07,464,Low
SHP_05463,SUP_014,Air,6575,16.27,829,Standard
SHP_05464,SUP_037,Road,1972,5.47,578,Standard
SHP_05465,SUP_015,Road,398,6.63,873,Low
SHP_05466,SUP_041,Road,319,3.66,310,Standard
SHP_05467,SUP_013,Rail,1931,2.46,113,Low
SHP_05468,SUP_017,Ocean,4103,18.13,439,Low
SHP_05469,SUP_028,Ocean,4737,3.28,279,Standard
SHP_05470,SUP_003,Road,1303,18.43,198,Critical
SHP_05471,SUP_014,Rail,1651,16.98,182,Standard
SHP_05472,SUP_042,Road,375,18.28,833,Low
SHP_05473,SUP_007,Air,2167,2.54,128,Low
SHP_05474,SUP_030,Rail,1391,17.16,587,Critical
SHP_05475,SUP_048,Air,2136,6.97,751,Critical
SHP_05476,SUP_021,Road,251,1.8,133,Critical
SHP_05477,SUP_011,Road,1649,5.72,862,Low
SHP_05478,SUP_012,Rail,431,3.42,103,Standard
SHP_05479,SUP_021,Rail,400,19.42,823,Low
SHP_05480,SUP_008,Road,692,1.55,725,Low
SHP_05481,SUP_009,Ocean,3482,3,223,Critical
SHP_05482,SUP_024,Road,1431,6.25,889,Low
SHP_05483,SUP_029,Road,1282,13.85,965,Low
SHP_05484,SUP_038,Rail,1212,1.13,959,Low
SHP_05485,SUP_037,Rail,493,7.2,760,Critical
SHP_05486,SUP_005,Ocean,2413,7.87,883,Critical
SHP_05487,SUP_049,Road,1609,1.99,200,Standard
SHP_05488,SUP_050,Rail,301,5.93,146,Critical
SHP_05489,SUP_036,Rail,1188,3.5,415,Standard
SHP_05490,SUP_021,Ocean,2071,4.67,836,Critical
SHP_05491,SUP_015,Road,874,14.43,285,Standard
SHP_05492,SUP_007,Rail,198,13.35,210,Standard
SHP_05493,SUP_029,Rail,580,19.45,736,Low
SHP_05494,SUP_001,Road,1192,11.98,821,Low
SHP_05495,SUP_008,Road,1181,5.43,960,Low
SHP_05496,SUP_003,Road,1205,7,759,Low
SHP_05497,SUP_027,Rail,591,4.73,816,Low
SHP_05498,SUP_014,Ocean,1882,13.94,873,Critical
SHP_05499,SUP_019,Rail,1125,9.91,218,Low
SHP_05500,SUP_018,Rail,741,9.64,248,Critical
SHP_05501,SUP_049,Road,610,12.08,826,Standard
SHP_05502,SUP_047,Air,2069,6.47,293,Standard
